data
5.076298713684082031e-01
5.076811313629150391e-01
5.077383518218994141e-01
5.077898502349853516e-01
5.078346729278564453e-01
5.078637599945068359e-01
5.078604221343994141e-01
5.077984333038330078e-01
5.076305866241455078e-01
5.072855949401855469e-01
5.066351890563964844e-01
5.054452419281005859e-01
5.032749176025390625e-01
4.992105960845947266e-01
4.912056922912597656e-01
4.742424488067626953e-01
4.365537166595458984e-01
3.815073966979980469e-01
1.152535915374755859e+00
9.804014205932617188e+00
8.529062271118164062e-01
-3.435836791992187500e+00
1.190084218978881836e+00
3.135682821273803711e+00
3.750550508499145508e+00
3.971462011337280273e+00
4.046323776245117188e+00
4.048030853271484375e+00
3.996592760086059570e+00
3.889095306396484375e+00
3.704468250274658203e+00
3.395949363708496094e+00
2.869067192077636719e+00
1.935017824172973633e+00
2.556130886077880859e-01
-2.334670543670654297e+00
-3.310292959213256836e+00
8.178424835205078125e+00
1.201170158386230469e+01
7.352914810180664062e+00
6.543093204498291016e+00
3.520890951156616211e+00
3.403433084487915039e+00
3.466757297515869141e+00
3.496555089950561523e+00
3.507031917572021484e+00
3.511529207229614258e+00
3.516808271408081055e+00
3.530338525772094727e+00
3.568098306655883789e+00
3.666809558868408203e+00
3.905578374862670898e+00
4.438751697540283203e+00
5.511451244354248047e+00
7.282365322113037109e+00
9.277742385864257812e+00
1.061453247070312500e+01
1.120448112487792969e+01
1.159511566162109375e+01
1.222671318054199219e+01
1.308274841308593750e+01
1.387265205383300781e+01
1.442128753662109375e+01
1.473687934875488281e+01
1.489726066589355469e+01
1.497200393676757812e+01
1.500465774536132812e+01
1.501960563659667969e+01
1.504854965209960938e+01
1.544007110595703125e+01
1.984250068664550781e+01
2.346955871582031250e+01
2.371903800964355469e+01
2.368548393249511719e+01
2.338670349121093750e+01
2.110701179504394531e+01
1.238997840881347656e+01
2.861526298522949219e+01
3.639594650268554688e+01
3.366154861450195312e+01
2.303950500488281250e+01
3.592053985595703125e+01
3.683376693725585938e+01
3.681000900268554688e+01
3.651776504516601562e+01
3.593957519531250000e+01
4.393352127075195312e+01
4.951230239868164062e+01
4.153031539916992188e+01
4.739395141601562500e+01
5.406628036499023438e+01
4.352327346801757812e+01
4.187864303588867188e+01
4.043223953247070312e+01
3.937049484252929688e+01
3.869158935546875000e+01
3.834897994995117188e+01
3.841475677490234375e+01
3.940106964111328125e+01
4.221306228637695312e+01
4.599112319946289062e+01
